ID;Rodzic;Poziom;Numer;Część;Typ;Treść;Pozycja;Dotacje i subwencje;Świadczenia na rzecz osób fizycznych;Wydatki bieżące jednostek budżetowych;Wydatki majątkowe;Wydatki na obsługę długu Skarbu Państwa;Środki własne Unii Europejskiej;Współfinansowanie projektów z udziałem środków Unii Europejskiej;OGÓŁEM
85-750-46;85-750;c;75046;85;Rozdział 75046;Komisje egzaminacyjne;52;403;5;537;0;0;0;0;945
85-750-76;85-750;c;75076;85;Rozdział 75076;Przygotowanie i sprawowanie przewodnictwa w Radzie UE;53;0;0;0;800;0;0;0;800
85-750-95;85-750;c;75095;85;Rozdział 75095;Pozostała działalność;54;909;92;840;0;0;0;0;1841
85-752;85;b;752;85;Dział 752;Obrona narodowa;55;910;40;6227;1672;0;0;0;8849
85-752-12;85-752;c;75212;85;Rozdział 75212;Pozostałe wydatki obronne;56;910;40;6227;1672;0;0;0;8849
85-754;85;b;754;85;Dział 754;Bezpieczeństwo publiczne i ochrona przeciwpożarowa;57;1849910;4876;148865;32778;0;0;40494;2076923
85-754-10;85-754;c;75410;85;Rozdział 75410;Komendy wojewódzkie Państwowej Straży Pożarnej;58;0;4876;140765;4787;0;0;30527;180955
85-754-11;85-754;c;75411;85;Rozdział 75411;Komendy powiatowe Państwowej Straży Pożarnej;59;1848755;0;0;26563;0;0;9967;1885285
85-754-14;85-754;c;75414;85;Rozdział 75414;Obrona cywilna;60;1155;0;5859;828;0;0;0;7842
85-754-21;85-754;c;75421;85;Rozdział 75421;Zarządzanie kryzysowe;61;0;0;2026;600;0;0;0;2626
85-754-95;85-754;c;75495;85;Rozdział 75495;Pozostała działalność;62;0;0;215;0;0;0;0;215
85-758;85;b;758;85;Dział 758;Różne rozliczenia;63;39278;0;14261;1800;0;0;0;55339
85-758-14;85-758;c;75814;85;Rozdział 75814;Różne rozliczenia finansowe;64;39278;0;0;0;0;0;0;39278
85-758-18;85-758;c;75818;85;Rozdział 75818;Rezerwy ogólne i celowe;65;0;0;14201;1800;0;0;0;16001
85-758-20;85-758;c;75820;85;Rozdział 75820;Prywatyzacja;66;0;0;60;0;0;0;0;60
85-801;85;b;801;85;Dział 801;Oświata i wychowanie;67;80;6227;163569;146;0;0;231;170253
85-801-36;85-801;c;80136;85;Rozdział 80136;Kuratoria oświaty;68;0;122;150557;146;0;0;197;151022
85-801-46;85-801;c;80146;85;Rozdział 80146;Dokształcanie i doskonalenie nauczycieli;69;0;0;5934;0;0;0;0;5934
85-801-95;85-801;c;80195;85;Rozdział 80195;Pozostała działalność;70;80;6105;7078;0;0;0;34;13297
85-851;85;b;851;85;Dział 851;Ochrona zdrowia;71;2861110;7578;807086;5627;0;0;617;3682018
85-851-20;85-851;c;85120;85;Rozdział 85120;Lecznictwo psychiatryczne;72;35;0;0;0;0;0;0;35
85-851-32;85-851;c;85132;85;Rozdział 85132;Inspekcja Sanitarna;73;0;796;770475;4711;0;0;617;776599
85-851-33;85-851;c;85133;85;Rozdział 85133;Inspekcja Farmaceutyczna;74;0;17;23678;206;0;0;0;23901
85-851-41;85-851;c;85141;85;Rozdział 85141;Ratownictwo Medyczne;75;1787607;0;78;600;0;0;0;1788285
85-851-47;85-851;c;85147;85;Rozdział 85147;Centra zdrowia publicznego;76;20;6;8923;110;0;0;0;9059
85-851-52;85-851;c;85152;85;Rozdział 85152;Zapobieganie i zwalczanie AIDS;77;121;0;61;0;0;0;0;182
85-851-53;85-851;c;85153;85;Rozdział 85153;Zwalczenie narkomanii;78;70;0;4;0;0;0;0;74
85-851-54;85-851;c;85154;85;Rozdział 85154;Przeciwdziałanie alkoholizmowi;79;30;0;0;0;0;0;0;30
85-851-56;85-851;c;85156;85;Rozdział 85156;Składki na ubezpieczenie zdrowotne oraz świadczenia dla osób nieobjętych obowiązkiem ubezpieczenia zdrowotnego;80;1071249;0;0;0;0;0;0;1071249
85-851-95;85-851;c;85195;85;Rozdział 85195;Pozostała działalność;81;1978;6759;3867;0;0;0;0;12604
85-852;85;b;852;85;Dział 852;Pomoc społeczna;82;12491233;9;35;385;0;0;331;12491993
85-852-01;85-852;c;85201;85;Rozdział 85201;Placówki opiekuńczo-wychowawcze;83;64;0;0;0;0;0;0;64
85-852-02;85-852;c;85202;85;Rozdział 85202;Domy pomocy społecznej;84;947473;0;0;0;0;0;0;947473
85-852-03;85-852;c;85203;85;Rozdział 85203;Ośrodki wsparcia;85;266763;0;0;385;0;0;0;267148
85-852-04;85-852;c;85204;85;Rozdział 85204;Rodziny zastępcze;86;54;0;0;0;0;0;0;54
85-852-05;85-852;c;85205;85;Rozdział 85205;Zadania w zakresie przeciwdziałania przemocy w rodzinie;87;16132;0;0;0;0;0;0;16132
85-852-12;85-852;c;85212;85;Rozdział 85212;Świadczenia rodzinne, świadczeniz funduszu alimentacyjnego oraz składki na ubezpieczenia emerytalne i rentowe z ubezpieczenia społecznego;88;9270038;0;0;0;0;0;0;9270038
85-852-13;85-852;c;85213;85;Rozdział 85213;Składki na ubezpieczenie zdrowotne opłacane za osoby pobierające niektóre świadczenia z pomocy społecznej, niektóre świadczenia rodzinne oraz za osoby uczestniczące w zajęciach w centrum integracji społecznej;89;81764;0;0;0;0;0;0;81764
85-852-14;85-852;c;85214;85;Rozdział 85214;Zasiłki i pomoc w naturze oraz składki na ubezpieczenia emerytalne i rentowe;90;467704;0;0;0;0;0;331;468035
85-852-16;85-852;c;85216;85;Rozdział 85216;Zasiłki stałe;91;557186;0;0;0;0;0;0;557186
85-852-19;85-852;c;85219;85;Rozdział 85219;Ośrodki pomocy społecznej;92;447939;0;0;0;0;0;0;447939
85-852-20;85-852;c;85220;85;Rozdział 85220;Jednostki specjalistycznego poradnictwa, mieszkania chronione i ośrodki interwencji kryzysowej;93;186;0;0;0;0;0;0;186
85-852-26;85-852;c;85226;85;Rozdział 85226;Ośrodki adopcyjno-opiekuńcze;94;366;0;0;0;0;0;0;366
85-852-28;85-852;c;85228;85;Rozdział 85228;Usługi opiekuńcze i specjalistyczne usługi opiekuńcze;95;71061;0;0;0;0;0;0;71061
85-852-31;85-852;c;85231;85;Rozdział 85231;Pomoc dla cudzoziemców;96;7783;0;0;0;0;0;0;7783
85-852-95;85-852;c;85295;85;Rozdział 85295;Pozostała działalność;97;356720;9;35;0;0;0;0;356764
85-853;85;b;853;85;Dział 853;Pozostałe zadania w zakresie polityki społecznej;98;64024;3;9622;0;0;0;0;73649
85-853-21;85-853;c;85321;85;Rozdział 85321;Zespoły do spraw orzekania o niepełnosprawności;99;63470;3;9622;0;0;0;0;73095
85-853-32;85-853;c;85332;85;Rozdział 85332;Wojewódzkie urzędy pracy;100;554;0;0;0;0;0;0;554
85-854;85;b;854;85;Dział 854;Edukacyjna opieka wychowawcza;101;16226;0;12968;0;0;0;0;29194
85-854-12;85-854;c;85412;85;Rozdział 85412;Kolonie i obozy oraz inne formy wypoczynku dzieci i młodzieży szkolnej, a także szkolenia młodzieży;102;16226;0;12968;0;0;0;0;29194
85-900;85;b;900;85;Dział 900;Gospodarka komunalna i ochrona środowiska;103;862;268;127324;2376;0;0;237;131067
85-900-02;85-900;c;90002;85;Rozdział 90002;Gospodarka odpadami;104;24;0;0;0;0;0;0;24
85-900-05;85-900;c;90005;85;Rozdział 90005;Ochrona powietrza atmosferycznego i klimatu;105;747;0;0;0;0;0;0;747
85-900-07;85-900;c;90007;85;Rozdział 90007;Zmniejszenie hałasu i wibracji;106;72;0;0;0;0;0;0;72
85-900-14;85-900;c;90014;85;Rozdział 90014;Inspekcja Ochrony Środowiska;107;0;268;127294;2376;0;0;237;130175
85-900-95;85-900;c;90095;85;Rozdział 90095;Pozostała działalność;108;19;0;30;0;0;0;0;49
85-921;85;b;921;85;Dział 921;Kultura i ochrona dziedzictwa narodowego;109;26541;84;53797;370;0;0;0;80792
85-921-20;85-921;c;92120;85;Rozdział 92120;Ochrona zabytków i opieka nad zabytkami;110;26391;0;5093;0;0;0;0;31484
85-921-21;85-921;c;92121;85;Rozdział 92121;Wojewódzkie Urzędy Ochrony Zabytków ;111;150;84;48613;370;0;0;0;49217
85-921-95;85-921;c;92195;85;Rozdział 92195;Pozostała działalność;112;0;0;91;0;0;0;0;91
85-925;85;b;925;85;Dział 925;Ogrody botaniczne i zoologiczne oraz naturalne obszary i obiekty chronionej przyrody;113;17886;10;0;0;0;0;0;17896
85-925-02;85-925;c;92502;85;Rozdział 92502;Parki krajobrazowe;114;17735;0;0;0;0;0;0;17735
85-925-03;85-925;c;92503;85;Rozdział 92503;Rezerwaty i pomniki przyrody;115;151;0;0;0;0;0;0;151
85-925-95;85-925;c;92595;85;Rozdział 92595;Pozostała działalność;116;0;10;0;0;0;0;0;10
86;;a;86;86;Część 86;Samorządowe kolegia odwoławcze ogółem;1;0;102;103031;2188;0;0;28;105349
86-750;86;b;750;86;Dział 750;Administracja publiczna;2;0;102;103031;2188;0;0;28;105349
86-750-16;86-750;c;75016;86;Rozdział 75016;Samorządowe kolegia odwoławcze;3;0;102;103031;2188;0;0;28;105349
88;;a;88;88;Część 88;Powszechne jednostki organizacyjne prokuratury;1;0;180585;1504088;40745;0;0;0;1725418
88-753;88;b;753;88;Dział 753;Obowiązkowe ubezpieczenia społeczne;2;0;177790;0;0;0;0;0;177790
88-753-02;88-753;c;75302;88;Rozdział 75302;Uposażenia prokuratorów w stanie spoczynku oraz uposażenia rodzinne;3;0;177790;0;0;0;0;0;177790
88-755;88;b;755;88;Dział 755;Wymiar sprawiedliwości;4;0;2795;1504088;40745;0;0;0;1547628
88-755-05;88-755;c;75505;88;Rozdział 75505;Jednostki powszechne prokuratury;5;0;2795;1504088;40745;0;0;0;1547628
999999;;a;;0;Total;Ogółem;0;147235559;22218064;59173487;15598355;38434500;15656425;15028004;313344394
