ID;Rodzic;Poziom;Typ;Nazwa;Część;Część w budźecie księgowym;Środki europejskie
0001;;a;FUNKCJA 1;ZARZĄDZANIE PAŃSTWEM;;;10646
0001-0001;0001;b;Zadanie 1.1;Obsługa merytoryczna i kancelaryjno-biurowa Prezydenta  Rzeczypospolitej Polskiej;;;0
0001-0001-0001;0001-0001;c;Podzadanie 1.1.1;Obsługa i koordynacja urzędu Prezydenta RP;;;0
0001-0001-0001-0001;0001-0001-0001;d;Dysponent;Kancelaria Prezydenta RP;01;;0
0001-0001-0002;0001-0001;c;Podzadanie 1.1.2;Obsługa prawna urzędu Prezydenta RP;;;0
0001-0001-0002-0001;0001-0001-0002;d;Dysponent;Kancelaria Prezydenta RP;01;;0
0001-0002;0001;b;Zadanie 1.2;Obsługa Parlamentu i jego organów w zakresie merytorycznym i organizacyjnym;;;0
0001-0002-0001;0001-0002;c;Podzadanie 1.2.1;Wsparcie merytoryczne parlamentarzystów;;;0
0001-0002-0001-0001;0001-0002-0001;d;Dysponent;Kancelaria Sejmu;02;;0
0001-0002-0001-0002;0001-0002-0001;d;Dysponent;Kancelaria Senatu;03;;0
0001-0002-0002;0001-0002;c;Podzadanie 1.2.2;Zapewnianie warunków wykonywania mandatu posła i senatora;;;0
0001-0002-0002-0001;0001-0002-0002;d;Dysponent;Kancelaria Sejmu;02;;0
0001-0002-0002-0002;0001-0002-0002;d;Dysponent;Kancelaria Senatu;03;;0
0001-0003;0001;b;Zadanie 1.3;Obsługa merytoryczna i kancelaryjno-biurowa Prezesa Rady Ministrów i Rady Ministrów;;;9956
0001-0003-0001;0001-0003;c;Podzadanie 1.3.1;Obsługa i koordynacja prac rządu;;;0
0001-0003-0001-0001;0001-0003-0001;d;Dysponent;Kancelaria Prezesa Rady Ministrów;16;;0
0001-0003-0002;0001-0003;c;Podzadanie 1.3.2;Obsługa prawna Rady Ministrów;;;485
0001-0003-0002-0001;0001-0003-0002;d;Dysponent;Rządowe Centrum Legislacji;75;;485
0001-0003-0003;0001-0003;c;Podzadanie 1.3.3;Zarządzanie korpusem służby cywilnej oraz podnoszenie jakości pracy w urzędach administracji rządowej;;;9471
0001-0003-0003-0001;0001-0003-0003;d;Dysponent;Kancelaria Prezesa Rady Ministrów;16;;9471
0001-0003-0004;0001-0003;c;Podzadanie 1.3.4;Redagowanie i udostępnianie Dziennika Ustaw Rzeczypospolitej Polskiej oraz Dziennika Urzędowego Rzeczypospolitej Polskiej ``Monitor Polski``;;;0
0001-0003-0004-0001;0001-0003-0004;d;Dysponent;Rządowe Centrum Legislacji;75;;0
0001-0004;0001;b;Zadanie 1.4;Obsługa Trybunału Konstytucyjnego w zakresie merytorycznym i organizacyjnym;;;0
0001-0004-0001;0001-0004;c;Podzadanie 1.4.1;Działalność orzecznicza Trybunału Konstytucyjnego;;;0
0001-0004-0001-0001;0001-0004-0001;d;Dysponent;Trybunał Konstutucyjny;06;;0
0001-0005;0001;b;Zadanie 1.5;Organizacja i przeprowadzanie wyborów;;;0
0001-0005-0002;0001-0005;c;Podzadanie 1.5.2;Wybory do Sejmu i Senatu;;;0
0001-0005-0002-0001;0001-0005-0002;d;Dysponent;Krajowe Biuro Wyborcze;11;;0
0001-0005-0004;0001-0005;c;Podzadanie 1.5.4;Wybory do rad gmin, rad powiatów i sejmików województw, wybory wójtów, burmistrzów i prezydentów miast oraz referenda gminne, powiatowe i wojewódzkie;;;0
0001-0005-0004-0001;0001-0005-0004;d;Dysponent;Krajowe Biuro Wyborcze;11;;0
0001-0005-0004-0002;0001-0005-0004;d;Dysponent;Wojewodowie;85;;0
0001-0005-0005;0001-0005;c;Podzadanie 1.5.5;Referenda ogólnokrajowe i konstytucyjne;;;0
0001-0005-0005-0001;0001-0005-0005;d;Dysponent;Krajowe Biuro Wyborcze;11;;0
0001-0005-0006;0001-0005;c;Podzadanie 1.5.6;Finansowanie partii politycznych;;;0
0001-0005-0006-0001;0001-0005-0006;d;Dysponent;Krajowe Biuro Wyborcze;11;;0
0001-0005-0006-0002;0001-0005-0006;d;Dysponent;Ministerstwo Finansów;19;;0
0001-0006;0001;b;Zadanie 1.6;Nadzór nad systemem zamówień publicznych;;;496
0001-0006-0001;0001-0006;c;Podzadanie 1.6.1;Nadzór oraz w szczególności dokonywanie kontroli procesu udzielania zamówień w zakresie przewidzianym ustawą;;;496
0001-0006-0001-0001;0001-0006-0001;d;Dysponent;Urząd Zamówień Publicznych;49;;496
0001-0006-0002;0001-0006;c;Podzadanie 1.6.2;System odwołań;;;0
0001-0006-0002-0001;0001-0006-0002;d;Dysponent;Urząd Zamówień Publicznych;49;;0
0001-0007;0001;b;Zadanie 1.7;Ocena działalności organów administracji publicznej, Narodowego Banku Polskiego oraz jednostek organizacyjnych wydatkujących środki publiczne z punktu widzenia ustawowych kryteriów NIK;;;0
0001-0007-0001;0001-0007;c;Podzadanie 1.7.1;Przygotowanie i wykonanie kontroli oraz upublicznienie ich wyników;;;0
0001-0007-0001-0001;0001-0007-0001;d;Dysponent;Najwyższa Izba Kontroli;07;;0
0001-0007-0002;0001-0007;c;Podzadanie 1.7.2;Przygotowanie analizy wykonania budżetu państwa i założeń polityki pieniężnej oraz innych opracowań sektorowych;;;0
0001-0007-0002-0001;0001-0007-0002;d;Dysponent;Najwyższa Izba Kontroli;07;;0
0001-0007-0003;0001-0007;c;Podzadanie 1.7.3;Wykonywanie niekontrolnych funkcji naczelnego organu kontroli państwowej;;;0
0001-0007-0003-0001;0001-0007-0003;d;Dysponent;Najwyższa Izba Kontroli;07;;0
0001-0008;0001;b;Zadanie 1.8;Ochrona wolności słowa, prawa do informacji oraz interesu publicznego w radiofonii i telewizji;;;0
0001-0008-0001;0001-0008;c;Podzadanie 1.8.1;Koncesje na rozpowszechnianie programów radiowych i telewizyjnych, rejestrowanie programów rozprowadzanych oraz prowadzenie wykazu usług na żądanie;;;0
0001-0008-0001-0001;0001-0008-0001;d;Dysponent;Krajowa Rada Radiofonii i Telewizji;09;;0
0001-0008-0002;0001-0008;c;Podzadanie 1.8.2;Kontrola programów radiowych, telewizyjnych i  usług na żądanie oraz organizowanie badań treści i odbioru tych programów i usług;;;0
0001-0008-0002-0001;0001-0008-0002;d;Dysponent;Krajowa Rada Radiofonii i Telewizji;09;;0
0001-0008-0003;0001-0008;c;Podzadanie 1.8.3;Działalność KRRiT w zakresie środków abonamentowych;;;0
0001-0008-0003-0001;0001-0008-0003;d;Dysponent;Krajowa Rada Radiofonii i Telewizji;09;;0
0001-0009;0001;b;Zadanie 1.9;Gromadzenie i zarządzanie dokumentami organów określonych w ustawie o IPN;;;0
0001-0009-0001;0001-0009;c;Podzadanie 1.9.1;Udostępnianie dokumentów i informacji o zbiorach zgromadzonych w archiwach IPN;;;0
0001-0009-0001-0001;0001-0009-0001;d;Dysponent;Instytut Pamięci Narodowej - Komisja Ścigania Zbrodni przeciwko Narodowi Polskiemu;13;;0
0001-0009-0002;0001-0009;c;Podzadanie 1.9.2;Prowadzenie śledztw w sprawie zbrodni nazistowskich, komunistycznych oraz przeciwko ludzkości i innych;;;0
0001-0009-0002-0001;0001-0009-0002;d;Dysponent;Instytut Pamięci Narodowej - Komisja Ścigania Zbrodni przeciwko Narodowi Polskiemu;13;;0
0001-0009-0003;0001-0009;c;Podzadanie 1.9.3;Przygotowywanie i publikowanie informacji dotyczących funkcjonariuszy organów bezpieczeństwa państwa, osób rozpracowywanych, funkcjonariuszy państwowych i partyjnych w latach 1944-1990 oraz osób publicznych, prowadzenie rejestru oświadczeń lustracyjnych i jego analiza, przygotowanie postępowań lustracyjnych;;;0
0001-0009-0003-0001;0001-0009-0003;d;Dysponent;Instytut Pamięci Narodowej - Komisja Ścigania Zbrodni przeciwko Narodowi Polskiemu;13;;0
0001-0009-0004;0001-0009;c;Podzadanie 1.9.4;Prowadzenie działalności edukacyjnej i popularyzatorskiej;;;0
0001-0009-0004-0001;0001-0009-0004;d;Dysponent;Instytut Pamięci Narodowej - Komisja Ścigania Zbrodni przeciwko Narodowi Polskiemu;13;;0
0001-0010;0001;b;Zadanie 1.10;Ocena gospodarki finansowej jednostek samorządu terytorialnego z punktu widzenia kryteriów ustawowych;;;194
0001-0010-0001;0001-0010;c;Podzadanie 1.10.1;Przygotowanie i wykonanie kontroli oraz upublicznienie ich wyników;;;89
0001-0010-0001-0001;0001-0010-0001;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;80;;89
0001-0010-0001-0002;0001-0010-0001;d;Dysponent;Wojewodowie;85;;0
0001-0010-0002;0001-0010;c;Podzadanie 1.10.2;Sprawowanie nadzoru nad jednostkami samorządu terytorialnego oraz działalność opiniodawcza;;;105
0001-0010-0002-0001;0001-0010-0002;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;80;;105
0001-0010-0002-0002;0001-0010-0002;d;Dysponent;Wojewodowie;85;;0
0002;;a;FUNKCJA 2;BEZPIECZEŃSTWO WEWNĘTRZNE I PORZĄDEK PUBLICZNY;;;52300
0002-0001;0002;b;Zadanie 2.1;Ochrona obywateli, utrzymanie porządku publicznego oraz działania na rzecz poprawy bezpieczeństwa;;;22468
0002-0001-0001;0002-0001;c;Podzadanie 2.1.1;Bezpieczeństwo wewnętrzne państwa;;;57
0002-0001-0001-0001;0002-0001-0001;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;57
0002-0001-0001-0002;0002-0001-0001;d;Dysponent;Agencja Bezpieczeństwa Wewnętrznego;57;;0
0002-0001-0002;0002-0001;c;Podzadanie 2.1.2;Bezpieczeństwo najważniejszych osób, obiektów i urządzeń w państwie;;;0
0002-0001-0002-0001;0002-0001-0002;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;0
0002-0001-0003;0002-0001;c;Podzadanie 2.1.3;Funkcjonowanie służby prewencyjnej;;;19201
0002-0001-0003-0001;0002-0001-0003;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;19201
0002-0001-0004;0002-0001;c;Podzadanie 2.1.4;Funkcjonowanie służby ruchu drogowego;;;3210
0002-0001-0004-0001;0002-0001-0004;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;3210
0002-0001-0005;0002-0001;c;Podzadanie 2.1.5;Działania na rzecz poprawy bezpieczeństwa powszechnego i porządku publicznego;;;0
0002-0001-0005-0001;0002-0001-0005;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;0
0002-0001-0005-0002;0002-0001-0005;d;Dysponent;Wojewodowie;85;;0
0002-0002;0002;b;Zadanie 2.2;Redukowanie przestępczości;;;13091
0002-0002-0001;0002-0002;c;Podzadanie 2.2.1;Funkcjonowanie służby kryminalnej;;;13091
0002-0002-0001-0001;0002-0002-0001;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;13091
0002-0002-0003;0002-0002;c;Podzadanie 2.2.3;Zwalczanie korupcji;;;0
0002-0002-0003-0001;0002-0002-0003;d;Dysponent;Centralne Biuro Antykorupcyjne;56;;0
0002-0003;0002;b;Zadanie 2.3;Strzeżenie praworządności i czuwanie nad ściganiem przestępstw przez prokuraturę;;;0
0002-0003-0001;0002-0003;c;Podzadanie 2.3.1;Przygotowanie postępowania przygotowawczego i procesowego;;;0
0002-0003-0001-0001;0002-0003-0001;d;Dysponent;Ministerstwo Obrony Narodowej;29;;0
0002-0003-0001-0002;0002-0003-0001;d;Dysponent;Prokuratura Generalna;88;;0
0002-0003-0002;0002-0003;c;Podzadanie 2.3.2;Zwalczanie przestępczości zorganizowanej;;;0
0002-0003-0002-0001;0002-0003-0002;d;Dysponent;Prokuratura Generalna;88;;0
0002-0003-0003;0002-0003;c;Podzadanie 2.3.3;Realizacja zadań Prokuratora Generalnego w postępowaniach przed SN, TK, NSA oraz innych przewidzianych w ustawach;;;0
0002-0003-0003-0001;0002-0003-0003;d;Dysponent;Prokuratura Generalna;88;;0
0002-0004;0002;b;Zadanie 2.4;Ochrona przeciwpożarowa, działalność zapobiegawcza, ratownicza i gaśnicza;;;12375
0002-0004-0001;0002-0004;c;Podzadanie 2.4.1;Działalność ratownicza i gaśnicza;;;10993
0002-0004-0001-0001;0002-0004-0001;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;1381
0002-0004-0001-0002;0002-0004-0001;d;Dysponent;Wojewodowie;85;;9612
0002-0004-0002;0002-0004;c;Podzadanie 2.4.2;Rozpoznawanie zagrożeń i działalność profilaktyczna;;;1382
0002-0004-0002-0001;0002-0004-0002;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;70
0002-0004-0002-0002;0002-0004-0002;d;Dysponent;Wojewodowie;85;;1312
0002-0005;0002;b;Zadanie 2.5;Zarządzanie kryzysowe i obrona cywilna;;;0
0002-0005-0001;0002-0005;c;Podzadanie 2.5.1;Koordynacja przedsięwzięć z zakresu zarządzania kryzysowego i przeciwdziałanie zagrożeniom terrorystycznym;;;0
0002-0005-0001-0001;0002-0005-0001;d;Dysponent;Ministerstwo Kultury i Dziedzictwa Narodowego;24;;0
0002-0005-0001-0002;0002-0005-0001;d;Dysponent;Ministerstwo Edukacji Narodowej;30;;0
0002-0005-0001-0003;0002-0005-0001;d;Dysponent;Ministerstwo Środowiska;41;;0
0002-0005-0001-0004;0002-0005-0001;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;0
0002-0005-0001-0005;0002-0005-0001;d;Dysponent;Wojewodowie;85;;0
0002-0005-0002;0002-0005;c;Podzadanie 2.5.2;Przeciwdziałanie i usuwanie skutków klęsk żywiołowych;;;0
0002-0005-0002-0001;0002-0005-0002;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;0
0002-0005-0002-0002;0002-0005-0002;d;Dysponent;Wojewodowie;85;;0
0002-0005-0003;0002-0005;c;Podzadanie 2.5.3;Obrona cywilna;;;0
0002-0005-0003-0001;0002-0005-0003;d;Dysponent;Ministerstwo Kultury i Dziedzictwa Narodowego;24;;0
0002-0005-0003-0002;0002-0005-0003;d;Dysponent;Ministerstwo Edukacji Narodowej;30;;0
0002-0005-0003-0003;0002-0005-0003;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;0
0002-0005-0003-0004;0002-0005-0003;d;Dysponent;Wojewodowie;85;;0
0002-0005-0004;0002-0005;c;Podzadanie 2.5.4;System powiadomienia ratunkowego 112;;;0
0002-0005-0004-0001;0002-0005-0004;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;0
0002-0005-0004-0002;0002-0005-0004;d;Dysponent;Wojewodowie;85;;0
0002-0006;0002;b;Zadanie 2.6;Ochrona granicy państwowej, kontrola ruchu granicznego i przeciwdziałanie nielegalnej migracji;;;4366
0002-0006-0001;0002-0006;c;Podzadanie 2.6.1;Ochrona granicy państwowej;;;0
0002-0006-0001-0001;0002-0006-0001;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;0
0002-0006-0002;0002-0006;c;Podzadanie 2.6.2;Kontrola ruchu granicznego;;;0
0002-0006-0002-0001;0002-0006-0002;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;0
0002-0006-0003;0002-0006;c;Podzadanie 2.6.3;Zapobieganie nielegalnej migracji;;;0
0002-0006-0003-0001;0002-0006-0003;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;0
0002-0006-0004;0002-0006;c;Podzadanie 2.6.4;Sprawne funkcjonowanie przejść granicznych;;;4366
0002-0006-0004-0001;0002-0006-0004;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;0
0002-0006-0004-0002;0002-0006-0004;d;Dysponent;Wojewodowie;85;;4366
0003;;a;FUNKCJA 3;EDUKACJA, WYCHOWANIE I OPIEKA;;;1010015
0003-0001;0003;b;Zadanie 3.1;Oświata i wychowanie;;;337217
0003-0001-0001;0003-0001;c;Podzadanie 3.1.1;Zarządzanie i nadzór nad systemem oświaty;;;15233
0003-0001-0001-0001;0003-0001-0001;d;Dysponent;Ministerstwo Edukacji Narodowej;30;;15012
0003-0001-0001-0002;0003-0001-0001;d;Dysponent;Wojewodowie;85;;221
0003-0001-0002;0003-0001;c;Podzadanie 3.1.2;Kształcenie ogólne, zawodowe i ustawiczne;;;62620
0003-0001-0002-0001;0003-0001-0002;d;Dysponent;Ministerstwo Kultury i Dziedzictwa Narodowego;24;;0
0003-0001-0002-0002;0003-0001-0002;d;Dysponent;Ministerstwo Edukacji Narodowej;30;;51431
0003-0001-0002-0003;0003-0001-0002;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;31;;0
0003-0001-0002-0004;0003-0001-0002;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;32;;5173
0003-0001-0002-0005;0003-0001-0002;d;Dysponent;Ministerstwo Rozwoju Regionalnego;34;;5992
0003-0001-0002-0006;0003-0001-0002;d;Dysponent;Ministerstwo Sprawiedliwości;37;;0
0003-0001-0002-0007;0003-0001-0002;d;Dysponent;Ministerstwo Środowiska;41;;24
0003-0001-0002-0008;0003-0001-0002;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;0
0003-0001-0002-0009;0003-0001-0002;d;Dysponent;Wojewodowie;85;;0
0003-0001-0003;0003-0001;c;Podzadanie 3.1.3;Kształcenie i doskonalenie nauczycieli oraz kształtowanie ich pragmatyki zawodowej;;;99692
0003-0001-0003-0001;0003-0001-0003;d;Dysponent;Ministerstwo Kultury i Dziedzictwa Narodowego;24;;0
0003-0001-0003-0002;0003-0001-0003;d;Dysponent;Ministerstwo Edukacji Narodowej;30;;99692
0003-0001-0003-0003;0003-0001-0003;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;32;;0
0003-0001-0003-0004;0003-0001-0003;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;33;;0
0003-0001-0003-0005;0003-0001-0003;d;Dysponent;Ministerstwo Środowiska;41;;0
0003-0001-0003-0006;0003-0001-0003;d;Dysponent;Wojewodowie;85;;0
0003-0001-0004;0003-0001;c;Podzadanie 3.1.4;Egzaminowanie zewnętrzne;;;39347
0003-0001-0004-0001;0003-0001-0004;d;Dysponent;Ministerstwo Edukacji Narodowej;30;;39347
0003-0001-0004-0002;0003-0001-0004;d;Dysponent;Ministerstwo Zdrowia;46;;0
0003-0001-0004-0003;0003-0001-0004;d;Dysponent;Wojewodowie;85;;0
0003-0001-0005;0003-0001;c;Podzadanie 3.1.5;Wspieranie dzieci i młodzieży ze specjalnymi potrzebami edukacyjnymi, w tym uczniów zdolnych;;;39714
0003-0001-0005-0001;0003-0001-0005;d;Dysponent;Ministerstwo Edukacji Narodowej;30;;39714
0003-0001-0005-0002;0003-0001-0005;d;Dysponent;Wojewodowie;85;;0
0003-0001-0006;0003-0001;c;Podzadanie 3.1.6;Edukacja pozalekcyjna i pozaszkolna;;;80125
0003-0001-0006-0001;0003-0001-0006;d;Dysponent;Ministerstwo Edukacji Narodowej;30;;80125
0003-0001-0006-0002;0003-0001-0006;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;31;;0
0003-0001-0006-0003;0003-0001-0006;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;32;;0
0003-0001-0006-0004;0003-0001-0006;d;Dysponent;Wojewodowie;85;;0
0003-0001-0007;0003-0001;c;Podzadanie 3.1.7;Wspieranie działalności edukacyjno- wychowawczej;;;486
0003-0001-0007-0001;0003-0001-0007;d;Dysponent;Ministerstwo Kultury i Dziedzictwa Narodowego;24;;0
0003-0001-0007-0002;0003-0001-0007;d;Dysponent;Ministerstwo Edukacji Narodowej;30;;0
0003-0001-0007-0003;0003-0001-0007;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;31;;0
0003-0001-0007-0004;0003-0001-0007;d;Dysponent;Wojewodowie;85;;486
0003-0001-0008;0003-0001;c;Podzadanie 3.1.8;Wspomaganie JST w finansowaniu zadań oświatowych poprzez część oświatową subwencji ogólnej;;;0
0003-0001-0008-0001;0003-0001-0008;d;Dysponent;Ministerstwo Edukacji Narodowej;30;;0
0003-0001-0008-0002;0003-0001-0008;d;Dysponent;Ministerstwo Finansów;82;;0
0003-0001-0009;0003-0001;c;Podzadanie 3.1.9;Utrzymanie i rozbudowa infrastruktury systemu oświaty;;;0
0003-0001-0009-0001;0003-0001-0009;d;Dysponent;Ministerstwo Kultury i Dziedzictwa Narodowego;24;;0
0003-0001-0009-0002;0003-0001-0009;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;32;;0
0003-0001-0009-0003;0003-0001-0009;d;Dysponent;Ministerstwo Środowiska;41;;0
0003-0001-0009-0004;0003-0001-0009;d;Dysponent;Wojewodowie;85;;0
0003-0002;0003;b;Zadanie 3.2;Szkolnictwo wyższe;;;672798
0003-0002-0001;0003-0002;c;Podzadanie 3.2.1;Zarządzanie systemem szkolnictwa wyższego;;;1097
0003-0002-0001-0001;0003-0002-0001;d;Dysponent;Ministerstwo Kultury i Dziedzictwa Narodowego;24;;0
0003-0002-0001-0002;0003-0002-0001;d;Dysponent;Ministerstwo Obrony Narodowej;29;;0
0003-0002-0001-0003;0003-0002-0001;d;Dysponent;Ministerstwo Nauki i Szkolnictwa Wyższego;38;;1097
0003-0002-0001-0004;0003-0002-0001;d;Dysponent;Ministerstwo Zdrowia;46;;0
0003-0002-0002;0003-0002;c;Podzadanie 3.2.2;Kształcenie w szkolnictwie wyższym;;;407279
0003-0002-0002-0001;0003-0002-0002;d;Dysponent;Ministerstwo Infrastruktury;21;;0
0003-0002-0002-0002;0003-0002-0002;d;Dysponent;Ministerstwo Kultury i Dziedzictwa Narodowego;24;;0
0003-0002-0002-0003;0003-0002-0002;d;Dysponent;Ministerstwo Obrony Narodowej;29;;0
0003-0002-0002-0004;0003-0002-0002;d;Dysponent;Ministerstwo Nauki i Szkolnictwa Wyższego;38;;377759
0003-0002-0002-0005;0003-0002-0002;d;Dysponent;Ministerstwo Infrastruktury;39;;0
0003-0002-0002-0006;0003-0002-0002;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;0
0003-0002-0002-0007;0003-0002-0002;d;Dysponent;Ministerstwo Zdrowia;46;;29520
0003-0002-0003;0003-0002;c;Podzadanie 3.2.3;Wsparcie procesu studiowania;;;0
0003-0002-0003-0001;0003-0002-0003;d;Dysponent;Ministerstwo Infrastruktury;21;;0
0003-0002-0003-0002;0003-0002-0003;d;Dysponent;Ministerstwo Kultury i Dziedzictwa Narodowego;24;;0
0003-0002-0003-0003;0003-0002-0003;d;Dysponent;Ministerstwo Nauki i Szkolnictwa Wyższego;38;;0
0003-0002-0003-0004;0003-0002-0003;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;0
0003-0002-0003-0005;0003-0002-0003;d;Dysponent;Ministerstwo Zdrowia;46;;0
0003-0002-0004;0003-0002;c;Podzadanie 3.2.4;Utrzymanie i rozbudowa infrastruktury szkolnictwa wyższego;;;264422
0003-0002-0004-0001;0003-0002-0004;d;Dysponent;Ministerstwo Infrastruktury;21;;0
0003-0002-0004-0002;0003-0002-0004;d;Dysponent;Ministerstwo Kultury i Dziedzictwa Narodowego;24;;0
0003-0002-0004-0003;0003-0002-0004;d;Dysponent;Ministerstwo Obrony Narodowej;29;;0
0003-0002-0004-0004;0003-0002-0004;d;Dysponent;Ministerstwo Nauki i Szkolnictwa Wyższego;38;;264422
0003-0002-0004-0005;0003-0002-0004;d;Dysponent;Ministerstwo Zdrowia;46;;0
0004;;a;FUNKCJA 4;ZARZĄDZANIE FINANSAMI PAŃSTWA;;;40003048
0004-0001;0004;b;Zadanie 4.1;Realizacja należności budżetu państwa;;;75479
0004-0001-0001;0004-0001;c;Podzadanie 4.1.1;Pobór podatków i niepodatkowych należności budżetu państwa;;;56294
0004-0001-0001-0001;0004-0001-0001;d;Dysponent;Ministerstwo Finansów;19;;56294
0004-0001-0001-0002;0004-0001-0001;d;Dysponent;Wojewodowie;85;;0
0004-0001-0002;0004-0001;c;Podzadanie 4.1.2;Pobór i egzekucja ceł oraz udogodnienia w handlu i podróżach przez granicę;;;19185
0004-0001-0002-0001;0004-0001-0002;d;Dysponent;Ministerstwo Finansów;19;;19185
0004-0002;0004;b;Zadanie 4.2;Działania kontrolne realizowane przez służby skarbowe i celne;;;83
0004-0002-0001;0004-0002;c;Podzadanie 4.2.1;Kontrole podatkowe oraz czynności sprawdzające;;;0
0004-0002-0001-0001;0004-0002-0001;d;Dysponent;Ministerstwo Finansów;19;;0
0004-0002-0002;0004-0002;c;Podzadanie 4.2.2;Kontrole wykonywane przez Służbę Celną;;;0
0004-0002-0002-0001;0004-0002-0002;d;Dysponent;Ministerstwo Finansów;19;;0
0004-0002-0003;0004-0002;c;Podzadanie 4.2.3;Kontrola skarbowa i wywiad skarbowy;;;83
0004-0002-0003-0001;0004-0002-0003;d;Dysponent;Ministerstwo Finansów;19;;83
0004-0003;0004;b;Zadanie 4.3;Kształtowanie polityki finansowej państwa oraz realizacja budżetu państwa;;;39927486
0004-0003-0001;0004-0003;c;Podzadanie 4.3.1;Zarządzanie i obsługa w zakresie budżetu państwa;;;39927486
0004-0003-0001-0001;0004-0003-0001;d;Dysponent;Ministerstwo Finansów;19;;19774
0004-0003-0001-0002;0004-0003-0001;d;Dysponent;Ministerstwo Finansów;81;;0
0004-0003-0001-0003;0004-0003-0001;d;Dysponent;Ministerstwo Finansów;82;;0
0004-0003-0001-0004;0004-0003-0001;d;Dysponent;Ministerstwo Finansów;83;;39907712
0004-0003-0001-0005;0004-0003-0001;d;Dysponent;Wojewodowie;85;;0
0004-0003-0002;0004-0003;c;Podzadanie 4.3.2;Spójność systemu finansów publicznych w zakresie przepisów krajowych, dostosowanie do przepisów międzynarodowych oraz współpraca międzynarodowa;;;0
0004-0003-0002-0001;0004-0003-0002;d;Dysponent;Ministerstwo Finansów;19;;0
0004-0003-0003;0004-0003;c;Podzadanie 4.3.3;Zarządzanie długiem publicznym;;;0
0004-0003-0003-0001;0004-0003-0003;d;Dysponent;Ministerstwo Finansów;78;;0
0004-0003-0003-0002;0004-0003-0003;d;Dysponent;Ministerstwo Finansów;79;;0
0004-0003-0004;0004-0003;c;Podzadanie 4.3.4;Środki własne UE;;;0
0004-0003-0004-0001;0004-0003-0004;d;Dysponent;Ministerstwo Finansów;84;;0
0004-0004;0004;b;Zadanie 4.4;Nadzór nad rynkiem kapitałowym, ubezpieczeniowym, emerytalnym i bankowym;;;0
0004-0004-0001;0004-0004;c;Podzadanie 4.4.1;Nadzór nad podmiotami rynku kapitałowego;;;0
0004-0004-0001-0001;0004-0004-0001;d;Dysponent;Komisja Nadzoru Finansowego;70;;0
0004-0004-0002;0004-0004;c;Podzadanie 4.4.2;Nadzór nad działalnością zakładów ubezpieczeń;;;0
0004-0004-0002-0001;0004-0004-0002;d;Dysponent;Komisja Nadzoru Finansowego;70;;0
0004-0004-0003;0004-0004;c;Podzadanie 4.4.3;Nadzór nad działalnością rynku emerytalnego;;;0
0004-0004-0003-0001;0004-0004-0003;d;Dysponent;Komisja Nadzoru Finansowego;70;;0
0004-0004-0004;0004-0004;c;Podzadanie 4.4.4;Nadzór bankowy;;;0
0004-0004-0004-0001;0004-0004-0004;d;Dysponent;Komisja Nadzoru Finansowego;70;;0
0005;;a;FUNKCJA 5;OCHRONA PRAW I INTERESÓW SKARBU PAŃSTWA;;;0
0005-0001;0005;b;Zadanie 5.1;Gospodarowanie mieniem Skarbu Państwa;;;0
0005-0001-0001;0005-0001;c;Podzadanie 5.1.1;Przekształcenia własnościowe (prywatyzacja);;;0
0005-0001-0001-0001;0005-0001-0001;d;Dysponent;Ministerstwo Obrony Narodowej;29;;0
