ID;Rodzic;Typ;Nazwa;Numer umowy/decyzji;Program Operacyjny <Nazwa>;Oś priorytetowa <Kod>;Działanie <Kod>;Poddziałanie <Kod>;Wartość ogółem;Wydatki kwalifikowalne;Dofinansowanie;Dofinansowanie UE;Nazwa beneficjenta;NIP beneficjenta;Kod pocztowy;Miejscowość;Województwo;Powiat;Temat priorytetu;Forma prawna;Obszar realizacji;Ostatni Wniosek o płatność dla najbardziej aktualnej Umowy/Aneksu;Projekt zakończony (Wniosek o płatność końcową);Data podpisania Umowy/Aneksu;Data utworzenia w KSI SIMIK 07-13 Umowy/Aneksu
24-04-1;24-04;Projekt;Przystanek e–kultura regionu częstochowskiego;RPSL.04.02.00-00-008/10-00;Regionalny Program Operacyjny Województwa Śląskiego;RPSL.04.00.00;RPSL.04.02.00;;631,523.00;631,523.00;536,794.55;536,794.55;Gmina Konopiska;5731337550;42-274;Konopiska;Śląskie;Powiat częstochowski;60 Inne wsparcie dla poprawy usług kulturalnych;wspólnota samorządowa - gmina;05 Obszary wiejskie (poza obszarami górskimi, wyspami lub o niskiej i bardzo niskiej gęstości zaludnienia);;;2011/03/08;2011/03/14
24-12;24;Powiat;Powiat rybnicki;;;;;;5245702.35;5096140.22;4331719.18;4331719.18;;;;;;;;;;;;;
24-12-1;24-12;Projekt;Dni kultury Powiatu Rybnickiego;RPSL.04.03.00-00-002/10-00;Regionalny Program Operacyjny Województwa Śląskiego;RPSL.04.00.00;RPSL.04.03.00;;106,209.00;106,209.00;90,277.65;90,277.65;Powiat Rybnicki;6422590530;44-200;Rybnik;Śląskie;Powiat m. Rybnik / Powiat rybnicki;60 Inne wsparcie dla poprawy usług kulturalnych;wspólnota samorządowa - powiat;05 Obszary wiejskie (poza obszarami górskimi, wyspami lub o niskiej i bardzo niskiej gęstości zaludnienia);;;2011/04/05;2011/04/06
24-13-2;24-13;Projekt;Festiwal Kultury Powiatu Tarnogórskiego;RPSL.04.03.00-00-032/09-03;Regionalny Program Operacyjny Województwa Śląskiego;RPSL.04.00.00;RPSL.04.03.00;;507,068.72;503,693.25;428,139.26;428,139.26;Powiat Tarnogórski;6452513103;42-600;Tarnowskie Góry;Śląskie;Powiat tarnogórski;60 Inne wsparcie dla poprawy usług kulturalnych;wspólnota samorządowa - powiat;05 Obszary wiejskie (poza obszarami górskimi, wyspami lub o niskiej i bardzo niskiej gęstości zaludnienia);;;2011/01/18;2011/01/20
24-05-3;24-05;Projekt;W krainie utopków i wodzenia niedźwiedzia - promocja śląskiej kultury ludowej na przykładzie zwyczajów, obrzędów i legend powiatu gliwickiego;RPSL.04.03.00-00-035/10-00;Regionalny Program Operacyjny Województwa Śląskiego;RPSL.04.00.00;RPSL.04.03.00;;218,600.00;218,600.00;185,810.00;185,810.00;Powiat Gliwicki;6312606158;44-100;Gliwice;Śląskie;Powiat m. Gliwice;60 Inne wsparcie dla poprawy usług kulturalnych;wspólnota samorządowa - powiat;05 Obszary wiejskie (poza obszarami górskimi, wyspami lub o niskiej i bardzo niskiej gęstości zaludnienia);RPSL.04.03.00-00-035/10-01;Nie;2011/03/09;2011/03/14
24-12-2;24-12;Projekt;Termomodernizacja Zespołu Szkół nr 3 i Gimnazjum nr 2 w Czerwionce-Leszczynach;RPSL.05.03.00-00-047/10-00;Regionalny Program Operacyjny Województwa Śląskiego;RPSL.05.00.00;RPSL.05.03.00;;5,139,493.35;4,989,931.22;4,241,441.53;4,241,441.53;Gmina i Miasto Czerwionka-Leszczyny;6420009726;44-230;Czerwionka-Leszczyny;Śląskie;Powiat rybnicki;43 Efektywność energetyczna, produkcja skojarzona (kogeneracja), zarządzanie energią;wspólnota samorządowa - gmina;01 Obszar miejski;;;2011/01/18;2011/01/24
24-02;24;Powiat;Powiat bielski;;;;;;9140667.0;9140667.0;7462440.54;7462440.54;;;;;;;;;;;;;
24-02-1;24-02;Projekt;Zaspokojenie potrzeb z zakresu transportu publicznego mieszkańców Powiatu Bielskiego;RPSL.07.02.00-00-015/09-02;Regionalny Program Operacyjny Województwa Śląskiego;RPSL.07.00.00;RPSL.07.02.00;;9,140,667.00;9,140,667.00;7,462,440.54;7,462,440.54;Powiat Bielski;9372185644;43-300;Bielsko-Biała;Śląskie;Powiat m. Bielsko-Biała;52 Promowanie czystego transportu miejskiego;wspólnota samorządowa - powiat;05 Obszary wiejskie (poza obszarami górskimi, wyspami lub o niskiej i bardzo niskiej gęstości zaludnienia);RPSL.07.02.00-00-015/09-04;Nie;2011/01/03;2011/01/10
26;;Województwo;Świętokrzyskie;;;;;;23127000.0;23127000.0;13582487.1;13582487.1;;;;;;;;;;;;;
26-02;26;Powiat;Powiat jędrzejowski;;;;;;3854500.0;3854500.0;2263747.85;2263747.85;;;;;;;;;;;;;
26-02-1;26-02;Projekt;Zakup kolejowych pojazdów szynowych do przewozów regionalnych dla województwa świętokrzyskiego.;RPSW.03.01.00-26-760/10-00;Regionalny Program Operacyjny Województwa Świętokrzyskiego;RPSW.03.00.00;RPSW.03.01.00;;3,854,500.00;3,854,500.00;2,263,747.85;2,263,747.85;Województwo Świętokrzyskie;9591506120;25-516;Kielce;Świętokrzyskie;Powiat m. Kielce;18 Tabor kolejowy;wspólnota samorządowa - województwo;00 Nie dotyczy;;;2011/05/25;2011/05/25
26-04;26;Powiat;Powiat kielecki;;;;;;3854500.0;3854500.0;2263747.85;2263747.85;;;;;;;;;;;;;
26-04-1;26-04;Projekt;Zakup kolejowych pojazdów szynowych do przewozów regionalnych dla województwa świętokrzyskiego.;RPSW.03.01.00-26-760/10-00;Regionalny Program Operacyjny Województwa Świętokrzyskiego;RPSW.03.00.00;RPSW.03.01.00;;3,854,500.00;3,854,500.00;2,263,747.85;2,263,747.85;Województwo Świętokrzyskie;9591506120;25-516;Kielce;Świętokrzyskie;Powiat m. Kielce;18 Tabor kolejowy;wspólnota samorządowa - województwo;00 Nie dotyczy;;;2011/05/25;2011/05/25
26-07;26;Powiat;Powiat ostrowiecki;;;;;;3854500.0;3854500.0;2263747.85;2263747.85;;;;;;;;;;;;;
26-07-1;26-07;Projekt;Zakup kolejowych pojazdów szynowych do przewozów regionalnych dla województwa świętokrzyskiego.;RPSW.03.01.00-26-760/10-00;Regionalny Program Operacyjny Województwa Świętokrzyskiego;RPSW.03.00.00;RPSW.03.01.00;;3,854,500.00;3,854,500.00;2,263,747.85;2,263,747.85;Województwo Świętokrzyskie;9591506120;25-516;Kielce;Świętokrzyskie;Powiat m. Kielce;18 Tabor kolejowy;wspólnota samorządowa - województwo;00 Nie dotyczy;;;2011/05/25;2011/05/25
26-10;26;Powiat;Powiat skarżyski;;;;;;3854500.0;3854500.0;2263747.85;2263747.85;;;;;;;;;;;;;
26-10-1;26-10;Projekt;Zakup kolejowych pojazdów szynowych do przewozów regionalnych dla województwa świętokrzyskiego.;RPSW.03.01.00-26-760/10-00;Regionalny Program Operacyjny Województwa Świętokrzyskiego;RPSW.03.00.00;RPSW.03.01.00;;3,854,500.00;3,854,500.00;2,263,747.85;2,263,747.85;Województwo Świętokrzyskie;9591506120;25-516;Kielce;Świętokrzyskie;Powiat m. Kielce;18 Tabor kolejowy;wspólnota samorządowa - województwo;00 Nie dotyczy;;;2011/05/25;2011/05/25
26-11;26;Powiat;Powiat starachowicki;;;;;;3854500.0;3854500.0;2263747.85;2263747.85;;;;;;;;;;;;;
26-11-1;26-11;Projekt;Zakup kolejowych pojazdów szynowych do przewozów regionalnych dla województwa świętokrzyskiego.;RPSW.03.01.00-26-760/10-00;Regionalny Program Operacyjny Województwa Świętokrzyskiego;RPSW.03.00.00;RPSW.03.01.00;;3,854,500.00;3,854,500.00;2,263,747.85;2,263,747.85;Województwo Świętokrzyskie;9591506120;25-516;Kielce;Świętokrzyskie;Powiat m. Kielce;18 Tabor kolejowy;wspólnota samorządowa - województwo;00 Nie dotyczy;;;2011/05/25;2011/05/25
26-13;26;Powiat;Powiat włoszczowski;;;;;;3854500.0;3854500.0;2263747.85;2263747.85;;;;;;;;;;;;;
26-13-1;26-13;Projekt;Zakup kolejowych pojazdów szynowych do przewozów regionalnych dla województwa świętokrzyskiego.;RPSW.03.01.00-26-760/10-00;Regionalny Program Operacyjny Województwa Świętokrzyskiego;RPSW.03.00.00;RPSW.03.01.00;;3,854,500.00;3,854,500.00;2,263,747.85;2,263,747.85;Województwo Świętokrzyskie;9591506120;25-516;Kielce;Świętokrzyskie;Powiat m. Kielce;18 Tabor kolejowy;wspólnota samorządowa - województwo;00 Nie dotyczy;;;2011/05/25;2011/05/25
28-05;28;Powiat;Powiat ełcki;;;;;;102435.98;102435.98;87070.58;87070.58;;;;;;;;;;;;;
28-05-1;28-05;Projekt;egoturystyka.pl - produkt turystyczny Krainy EGO;RPWM.02.02.00-28-013/09-04;Regionalny Program Operacyjny Województwa Warmińsko-Mazurskiego;RPWM.02.00.00;RPWM.02.02.00;;102,435.98;102,435.98;87,070.58;87,070.58;Powiat Ełcki;8481570636;19-300;Ełk;Warmińsko-mazurskie;Powiat ełcki / Powiat olecki;57 Inne wsparcie na rzecz wzmocnienia usług turystycznych;wspólnota samorządowa - powiat;01 Obszar miejski;;;2011/02/18;2011/02/22
28-18-2;28-18;Projekt;egoturystyka.pl - produkt turystyczny Krainy EGO;RPWM.02.02.00-28-013/09-04;Regionalny Program Operacyjny Województwa Warmińsko-Mazurskiego;RPWM.02.00.00;RPWM.02.02.00;;102,435.98;102,435.98;87,070.58;87,070.58;Powiat Ełcki;8481570636;19-300;Ełk;Warmińsko-mazurskie;Powiat ełcki / Powiat olecki;57 Inne wsparcie na rzecz wzmocnienia usług turystycznych;wspólnota samorządowa - powiat;01 Obszar miejski;;;2011/02/18;2011/02/22
28-13;28;Powiat;Powiat olecki;;;;;;102435.98;102435.98;87070.58;87070.58;;;;;;;;;;;;;
28-13-1;28-13;Projekt;egoturystyka.pl - produkt turystyczny Krainy EGO;RPWM.02.02.00-28-013/09-04;Regionalny Program Operacyjny Województwa Warmińsko-Mazurskiego;RPWM.02.00.00;RPWM.02.02.00;;102,435.98;102,435.98;87,070.58;87,070.58;Powiat Ełcki;8481570636;19-300;Ełk;Warmińsko-mazurskie;Powiat ełcki / Powiat olecki;57 Inne wsparcie na rzecz wzmocnienia usług turystycznych;wspólnota samorządowa - powiat;01 Obszar miejski;;;2011/02/18;2011/02/22
28-02-2;28-02;Projekt;"""Dom Warmiński- Zdrowotne aspekty rekreacji poprzez propagowanie aktywnych form wypoczynku na terenie Warmii""";RPWM.02.02.00-28-023/09-03;Regionalny Program Operacyjny Województwa Warmińsko-Mazurskiego;RPWM.02.00.00;RPWM.02.02.00;;216,000.00;188,166.67;159,941.66;159,941.66;"Stowarzyszenie ""Dom Warmiński""";7431911997;11-100;Lidzbark Warmiński;Warmińsko-mazurskie;Powiat lidzbarski;57 Inne wsparcie na rzecz wzmocnienia usług turystycznych;stowarzyszenie;05 Obszary wiejskie (poza obszarami górskimi, wyspami lub o niskiej i bardzo niskiej gęstości zaludnienia);RPWM.02.02.00-28-023/09-01;Nie;2011/01/20;2011/01/24
28-09;28;Powiat;Powiat lidzbarski;;;;;;216000.0;188166.67;159941.66;159941.66;;;;;;;;;;;;;
28-09-1;28-09;Projekt;"""Dom Warmiński- Zdrowotne aspekty rekreacji poprzez propagowanie aktywnych form wypoczynku na terenie Warmii""";RPWM.02.02.00-28-023/09-03;Regionalny Program Operacyjny Województwa Warmińsko-Mazurskiego;RPWM.02.00.00;RPWM.02.02.00;;216,000.00;188,166.67;159,941.66;159,941.66;"Stowarzyszenie ""Dom Warmiński""";7431911997;11-100;Lidzbark Warmiński;Warmińsko-mazurskie;Powiat lidzbarski;57 Inne wsparcie na rzecz wzmocnienia usług turystycznych;stowarzyszenie;05 Obszary wiejskie (poza obszarami górskimi, wyspami lub o niskiej i bardzo niskiej gęstości zaludnienia);RPWM.02.02.00-28-023/09-01;Nie;2011/01/20;2011/01/24
28-14-2;28-14;Projekt;"""Dom Warmiński- Zdrowotne aspekty rekreacji poprzez propagowanie aktywnych form wypoczynku na terenie Warmii""";RPWM.02.02.00-28-023/09-03;Regionalny Program Operacyjny Województwa Warmińsko-Mazurskiego;RPWM.02.00.00;RPWM.02.02.00;;216,000.00;188,166.67;159,941.66;159,941.66;"Stowarzyszenie ""Dom Warmiński""";7431911997;11-100;Lidzbark Warmiński;Warmińsko-mazurskie;Powiat lidzbarski;57 Inne wsparcie na rzecz wzmocnienia usług turystycznych;stowarzyszenie;05 Obszary wiejskie (poza obszarami górskimi, wyspami lub o niskiej i bardzo niskiej gęstości zaludnienia);RPWM.02.02.00-28-023/09-01;Nie;2011/01/20;2011/01/24
30-21;30;Powiat;Powiat poznański;;;;;;167567.0;137350.0;82410.0;82410.0;;;;;;;;;;;;;
30-21-1;30-21;Projekt;Zakup wyposażenia biura, sprzętu komputerowego i oprogramowania do projektowania architektonicznego;RPWP.01.01.01-30-315/10-02;Regionalny Program Operacyjny Województwa Wielkopolskiego na lata 2007 - 2013;RPWP.01.00.00;RPWP.01.01.00;RPWP.01.01.01;167,567.00;137,350.00;82,410.00;82,410.00;ARCD PRACOWNIA PROJEKTOWA CHWIERALSKI DARIUSZ;7851685154;63-100;Śrem;Wielkopolskie;Powiat śremski;08 Inne inwestycje w przedsiębiorstwa;osoba fizyczna prowadząca działalność gospodarczą - mikro przedsiębiorstwo;01 Obszar miejski;RPWP.01.01.01-30-315/10-01;Nie;2011/02/24;2011/02/25
30-10;30;Powiat;Powiat koniński;;;;;;550499.6;550499.6;330299.76;330299.76;;;;;;;;;;;;;
30-10-1;30-10;Projekt;Poprawa bezpieczeństwa środowiska przyrodniczego poprzez zakup specjalistycznego sprzętu chemiczno - ekologicznego dla KM PSP w Koninie ;RPWP.03.06.00-30-002/09-02;Regionalny Program Operacyjny Województwa Wielkopolskiego na lata 2007 - 2013;RPWP.03.00.00;RPWP.03.06.00;;550,499.60;550,499.60;330,299.76;330,299.76;Komenda Miejska Państwowej Straży Pożarnej w Koninie;6652311284;62-510;Konin;Wielkopolskie;Powiat koniński / Powiat m. Konin;54 Inne działania na rzecz ochrony środowiska i zapobiegania zagrożeniom;organ władzy, administracji rządowej;01 Obszar miejski;RPWP.03.06.00-30-002/09-03;Tak;2011/01/04;2011/01/05
30-64-2;30-64;Projekt;Przebudowa i renowacja zabytkowego obiektu Muzeum Literackiego Henryka Sienkiewicza w Poznaniu;RPWP.06.02.01-30-010/08-02;Regionalny Program Operacyjny Województwa Wielkopolskiego na lata 2007 - 2013;RPWP.06.00.00;RPWP.06.02.00;RPWP.06.02.01;3,818,424.23;3,129,666.16;2,188,262.57;2,188,262.57;Biblioteka Raczyńskich;7781128507;61-739;Poznań;Wielkopolskie;Powiat m. Poznań;59 Rozwój infrastruktury kulturalnej;gminna samorządowa jednostka organizacyjna;01 Obszar miejski;RPWP.06.02.01-30-010/08-02;Nie;2011/01/26;2011/01/27
