"numer";"parent";"idef";"czesc";"level";"tresc";"pozycja";"total";"dot_sub";"swiad_fiz";"wyd_jednostek";"wyd_majatk";"wyd_dlug";"sw_eu";"wspolfin_eu"
"75818-050";"83-758-18";"83-758-18-050";"83";3;"Podwyższenie wynagrodzeń nauczycieli zatrudnionych w szkołach i placówkach oświatowych prowadzonych przez organy administracji rządowej";53;26252;;;26252;;;;
"75818-051";"83-758-18";"83-758-18-051";"83";3;"Utrzymanie urządzeń melioracji wodnych podstawowych i wód istotnych dla regulacji stosunków wodnych na potrzeby rolnictwa, w tym 6000 tys. zł dla spółek wodnych na realizację zadań z zakresu utrzymania melioracji wodnych szczegółowych";54;210000;210000;;;;;;
"75818-052";"83-758-18";"83-758-18-052";"83";3;"Zwrot części wydatków wykonanych w ramach funduszu sołeckiego w 2010 r.";55;54000;54000;;;;;;
"75818-053";"83-758-18";"83-758-18-053";"83";3;"Podniesienie ulgi na przewozy dla studentów do 51% oraz podniesienie ulgi dla niewidomych";56;80000;80000;;;;;;
"75818-054";"83-758-18";"83-758-18-054";"83";3;"Skutki zmian systemowych wynikających z art. 94 ustawy Przepisy wprowadzające ustawę o finansach publicznych w tym sfinansowanie wynagrodzeń wraz z pochodnymi";57;1004788;;;1004788;;;;
"75818-055";"83-758-18";"83-758-18-055";"83";3;"Budowa Polskiego Ośrodka Szkoleniowego Ratownictwa Morskiego w Szczecinie";58;5500;;;;5500;;;
"75818-056";"83-758-18";"83-758-18-056";"83";3;"Dofinansowanie zadań z zakresu ochrony środowiska i gospodarki wodnej";59;485390;;;485390;;;;
"75818-057";"83-758-18";"83-758-18-057";"83";3;"Uzupełnienie wydatków Głównego Urzędu Miar w związku z realizacją nowego zadania polegającego na badaniu kas rejestrujących";60;2000;;;2000;;;;
"75818-058";"83-758-18";"83-758-18-058";"83";3;"Opłaty dotyczące czarteru samolotów zewnętrznych";61;7970;;;7970;;;;
"75818-059";"83-758-18";"83-758-18-059";"83";3;"Środki na utworzenie Centrum Polsko-Rosyjskiego Dialogu i Porozumienia";62;3000;3000;;;;;;
"75818-060";"83-758-18";"83-758-18-060";"83";3;"Uzupełnienie wydatków na realizację ustawy o dowodach osobistych";63;41326;;;41326;;;;
"75818-061";"83-758-18";"83-758-18-061";"83";3;"Ochrona odbiorcy wrażliwego energii elektrycznej";64;130000;;;130000;;;;
"75818-062";"83-758-18";"83-758-18-062";"83";3;"Środki na dofinansowanie i finansowanie zadań wynikających z ustawy o wspieraniu rodziny i systemie pieczy zastępczej";65;40000;40000;;;;;;
"75818-063";"83-758-18";"83-758-18-063";"83";3;"Środki na realizację zadań wynikających z ustawy o opiece nad dziećmi w wieku do lat 3";66;51000;40000;;11000;;;;
"75818-064";"83-758-18";"83-758-18-064";"83";3;"Kontynuacja prac rewaloryzacyjno-remontowych zespołu budynków klasztornych w Supraślu";67;1200;;;;1200;;;
"75818-065";"83-758-18";"83-758-18-065";"83";3;"Środki dla Zamku Królewskiego w Warszawie w związku z przewodnictwem Polski w Radzie UE w II połowie 2011 r.";68;6790;;;;6790;;;
"75818-066";"83-758-18";"83-758-18-066";"83";3;"Finansowanie Wyższego Prawosławnego Seminarium w Warszawie";69;450;450;;;;;;
"75818-067";"83-758-18";"83-758-18-067";"83";3;"Dofinansowanie obchodów uroczystości wydarzeń niepodległościowych roku 1981";70;1000;1000;;;;;;
84;;"84";"84";0;"Środki włase Unii Europejskiej";1;15656425;;;;;;15656425;
758;"84";"84-758";"84";1;"Różne rozliczenia";2;15656425;;;;;;15656425;
75850;"84-758";"84-758-50";"84";2;"Rozliczenia z budżetem ogólnym Unii Europejskiej z tytułu środków własnych";3;15656425;;;;;;15656425;
85;;"85";"85";0;"Budżety wojewodów ogółem";1;22342562;18902166;24451;2793045;316044;;;306856
10;"85";"85-010";"85";1;"Rolnictwo i łowiectwo";2;1120250;299084;843;497601;111421;;;211301
1002;"85-010";"85-010-02";"85";2;"Wojewódzkie ośrodki doradztwa rolniczego";3;154471;154471;;;;;;
1005;"85-010";"85-010-05";"85";2;"Prace geodezyjno-urządzeniowe na potrzeby rolnictwa";4;32161;14499;;319;902;;;16441
1008;"85-010";"85-010-08";"85";2;"Melioracje wodne";5;332601;126063;;;103258;;;103280
1009;"85-010";"85-010-09";"85";2;"Spółki wodne";6;3814;3814;;;;;;
1022;"85-010";"85-010-22";"85";2;"Zwalczanie chorób zakaźnych zwierząt, badania monitoringowe pozostałości chemicznych i biologicznych w tkankach zwierząt, produktach pochodzenia zwierzęcego";7;31492;;;31492;;;;
1023;"85-010";"85-010-23";"85";2;"Inspekcja Jakości Handlowej Artykułów Rolno-Spożywczych";8;26602;;73;26124;405;;;
1032;"85-010";"85-010-32";"85";2;"Inspekcja Ochrony Roślin i Nasiennictwa";9;108559;;472;106334;1753;;;
1033;"85-010";"85-010-33";"85";2;"Wojewódzkie inspektoraty weterynarii";10;111351;;119;106937;4295;;;
1034;"85-010";"85-010-34";"85";2;"Powiatowe inspektoraty weterynarii";11;226857;;168;225881;808;;;
1041;"85-010";"85-010-41";"85";2;"Program Rozwoju Obszarów Wiejskich 2007-2013";12;90830;;;;;;;90830
1078;"85-010";"85-010-78";"85";2;"Usuwanie skutków klęsk żywiołowych";13;750;;;;;;;750
1095;"85-010";"85-010-95";"85";2;"Pozostała działalność";14;762;237;11;514;;;;
20;"85";"85-020";"85";1;"Leśnictwo";15;240;240;;;;;;
2001;"85-020";"85-020-01";"85";2;"Gospodarka leśna";16;240;240;;;;;;
50;"85";"85-050";"85";1;"Rybołówstwo i rybactwo";17;29537;209;722;18744;267;;;9595
5003;"85-050";"85-050-03";"85";2;"Państwowa Straż Rybacka";18;19702;;722;18744;236;;;
5011;"85-050";"85-050-11";"85";2;"Program Operacyjny Zrównoważony rozwój sektora rybołówstwa i nadbrzeżnych obszarów rybackich 2007-2013";19;9835;209;;;31;;;9595
150;"85";"85-150";"85";1;"Przetwórstwo przemysłowe";20;1165;1165;;;;;;
15011;"85-150";"85-150-11";"85";2;"Rozwój przedsiębiorczości";21;978;978;;;;;;
15095;"85-150";"85-150-95";"85";2;"Pozostała działalność";22;187;187;;;;;;
500;"85";"85-500";"85";1;"Handel";23;63950;;214;63266;470;;;
50001;"85-500";"85-500-01";"85";2;"Inspekcja Handlowa";24;63950;;214;63266;470;;;
600;"85";"85-600";"85";1;"Transport i łączność";25;826031;573994;2006;124969;124634;;;428
60003;"85-600";"85-600-03";"85";2;"Krajowe pasażerskie przewozy autobusowe";26;573994;573994;;;;;;
60031;"85-600";"85-600-31";"85";2;"Przejścia graniczne";27;184866;;268;65170;120000;;;428
60055;"85-600";"85-600-55";"85";2;"Inspejcja Transportu Drogowego";28;67021;;1588;60799;4634;;;
60095;"85-600";"85-600-95";"85";2;"Pozostała działalność";29;150;;150;;;;;
700;"85";"85-700";"85";1;"Gospodarka mieszkaniowa";30;47087;36051;29;7987;3020;;;
70005;"85-700";"85-700-05";"85";2;"Gospodarka gruntami nieruchomościami";31;47070;36039;29;7982;3020;;;
70095;"85-700";"85-700-95";"85";2;"Pozostała działalność";32;17;12;;5;;;;
710;"85";"85-710";"85";1;"Działalność usługowa";33;256300;211891;158;42543;1708;;;
71002;"85-710";"85-710-02";"85";2;"Jednostki organizacji i nadzoru inwestycyjnego";34;33;;;33;;;;
71004;"85-710";"85-710-04";"85";2;"Plany zagospodarowania przestrzennego";35;367;;8;359;;;;
71005;"85-710";"85-710-05";"85";2;"Prace geologiczne (nieinwestycyjne)";36;376;376;;;;;;
71012;"85-710";"85-710-12";"85";2;"Ośrodki dokumentacji geodezyjnej i kartograficznej";37;9830;9830;;;;;;
71013;"85-710";"85-710-13";"85";2;"Prace geodezyjne i kartograficzne";38;35574;34165;46;1363;;;;
71014;"85-710";"85-710-14";"85";2;"Opracowania geodezyjne i kartograficzne";39;6514;5939;;565;10;;;
71015;"85-710";"85-710-15";"85";2;"Nadzór budowlany";40;194769;153531;104;40016;1118;;;
71035;"85-710";"85-710-35";"85";2;"Cmentarze";41;6783;6633;;150;;;;
71095;"85-710";"85-710-95";"85";2;"Pozostała działalność";42;2054;1417;;57;580;;;
720;"85";"85-720";"85";1;"Informatyka";43;1582;;2;1580;;;;
72001;"85-720";"85-720-01";"85";2;"Zakłady techniki obliczeniowej";44;1582;;2;1580;;;;
730;"85";"85-730";"85";1;"Nauka";45;72;72;;;;;;
73095;"85-730";"85-730-95";"85";2;"Pozostała działalność";46;72;72;;;;;;
750;"85";"85-750";"85";1;"Administracja publiczna";47;1178375;411400;1382;692601;29370;;;43622
75011;"85-750";"85-750-11";"85";2;"Urzędy wojewódzkie";48;1154773;393810;1263;687508;28570;;;43622
75018;"85-750";"85-750-18";"85";2;"Urzędy marszałkowskie";49;1061;1061;;;;;;
75023;"85-750";"85-750-23";"85";2;"Urzędy gmin (miast i miast na prawach powiatu)";50;23;23;;;;;;
75045;"85-750";"85-750-45";"85";2;"Kwalifikacja wojskowa";51;18932;15194;22;3716;;;;
75046;"85-750";"85-750-46";"85";2;"Komisje egzaminacyjne";52;945;403;5;537;;;;
75076;"85-750";"85-750-76";"85";2;"Przygotowanie i sprawowanie przewodnictwa w Radzie UE";53;800;;;;800;;;
75095;"85-750";"85-750-95";"85";2;"Pozostała działalność";54;1841;909;92;840;;;;
752;"85";"85-752";"85";1;"Obrona narodowa";55;8849;910;40;6227;1672;;;
75212;"85-752";"85-752-12";"85";2;"Pozostałe wydatki obronne";56;8849;910;40;6227;1672;;;
754;"85";"85-754";"85";1;"Bezpieczeństwo publiczne i ochrona przeciwpożarowa";57;2076923;1849910;4876;148865;32778;;;40494
75410;"85-754";"85-754-10";"85";2;"Komendy wojewódzkie Państwowej Straży Pożarnej";58;180955;;4876;140765;4787;;;30527
75411;"85-754";"85-754-11";"85";2;"Komendy powiatowe Państwowej Straży Pożarnej";59;1885285;1848755;;;26563;;;9967
75414;"85-754";"85-754-14";"85";2;"Obrona cywilna";60;7842;1155;;5859;828;;;
75421;"85-754";"85-754-21";"85";2;"Zarządzanie kryzysowe";61;2626;;;2026;600;;;
75495;"85-754";"85-754-95";"85";2;"Pozostała działalność";62;215;;;215;;;;
758;"85";"85-758";"85";1;"Różne rozliczenia";63;55339;39278;;14261;1800;;;
75814;"85-758";"85-758-14";"85";2;"Różne rozliczenia finansowe";64;39278;39278;;;;;;
75818;"85-758";"85-758-18";"85";2;"Rezerwy ogólne i celowe";65;16001;;;14201;1800;;;
75820;"85-758";"85-758-20";"85";2;"Prywatyzacja";66;60;;;60;;;;
801;"85";"85-801";"85";1;"Oświata i wychowanie";67;170253;80;6227;163569;146;;;231
80136;"85-801";"85-801-36";"85";2;"Kuratoria oświaty";68;151022;;122;150557;146;;;197
80146;"85-801";"85-801-46";"85";2;"Dokształcanie i doskonalenie nauczycieli";69;5934;;;5934;;;;
80195;"85-801";"85-801-95";"85";2;"Pozostała działalność";70;13297;80;6105;7078;;;;34
851;"85";"85-851";"85";1;"Ochrona zdrowia";71;3682018;2861110;7578;807086;5627;;;617
85120;"85-851";"85-851-20";"85";2;"Lecznictwo psychiatryczne";72;35;35;;;;;;
85132;"85-851";"85-851-32";"85";2;"Inspekcja Sanitarna";73;776599;;796;770475;4711;;;617
85133;"85-851";"85-851-33";"85";2;"Inspekcja Farmaceutyczna";74;23901;;17;23678;206;;;
85141;"85-851";"85-851-41";"85";2;"Ratownictwo Medyczne";75;1788285;1787607;;78;600;;;
85147;"85-851";"85-851-47";"85";2;"Centra zdrowia publicznego";76;9059;20;6;8923;110;;;
85152;"85-851";"85-851-52";"85";2;"Zapobieganie i zwalczanie AIDS";77;182;121;;61;;;;
85153;"85-851";"85-851-53";"85";2;"Zwalczenie narkomanii";78;74;70;;4;;;;
85154;"85-851";"85-851-54";"85";2;"Przeciwdziałanie alkoholizmowi";79;30;30;;;;;;
85156;"85-851";"85-851-56";"85";2;"Składki na ubezpieczenie zdrowotne oraz świadczenia dla osób nieobjętych obowiązkiem ubezpieczenia zdrowotnego";80;1071249;1071249;;;;;;
85195;"85-851";"85-851-95";"85";2;"Pozostała działalność";81;12604;1978;6759;3867;;;;
852;"85";"85-852";"85";1;"Pomoc społeczna";82;12491993;12491233;9;35;385;;;331
85201;"85-852";"85-852-01";"85";2;"Placówki opiekuńczo-wychowawcze";83;64;64;;;;;;
85202;"85-852";"85-852-02";"85";2;"Domy pomocy społecznej";84;947473;947473;;;;;;
85203;"85-852";"85-852-03";"85";2;"Ośrodki wsparcia";85;267148;266763;;;385;;;
85204;"85-852";"85-852-04";"85";2;"Rodziny zastępcze";86;54;54;;;;;;
85205;"85-852";"85-852-05";"85";2;"Zadania w zakresie przeciwdziałania przemocy w rodzinie";87;16132;16132;;;;;;
85212;"85-852";"85-852-12";"85";2;"Świadczenia rodzinne, świadczeniz funduszu alimentacyjnego oraz składki na ubezpieczenia emerytalne i rentowe z ubezpieczenia społecznego";88;9270038;9270038;;;;;;
85213;"85-852";"85-852-13";"85";2;"Składki na ubezpieczenie zdrowotne opłacane za osoby pobierające niektóre świadczenia z pomocy społecznej, niektóre świadczenia rodzinne oraz za osoby uczestniczące w zajęciach w centrum integracji społecznej";89;81764;81764;;;;;;
85214;"85-852";"85-852-14";"85";2;"Zasiłki i pomoc w naturze oraz składki na ubezpieczenia emerytalne i rentowe";90;468035;467704;;;;;;331
85216;"85-852";"85-852-16";"85";2;"Zasiłki stałe";91;557186;557186;;;;;;
85219;"85-852";"85-852-19";"85";2;"Ośrodki pomocy społecznej";92;447939;447939;;;;;;
85220;"85-852";"85-852-20";"85";2;"Jednostki specjalistycznego poradnictwa, mieszkania chronione i ośrodki interwencji kryzysowej";93;186;186;;;;;;
85226;"85-852";"85-852-26";"85";2;"Ośrodki adopcyjno-opiekuńcze";94;366;366;;;;;;
85228;"85-852";"85-852-28";"85";2;"Usługi opiekuńcze i specjalistyczne usługi opiekuńcze";95;71061;71061;;;;;;
85231;"85-852";"85-852-31";"85";2;"Pomoc dla cudzoziemców";96;7783;7783;;;;;;
85295;"85-852";"85-852-95";"85";2;"Pozostała działalność";97;356764;356720;9;35;;;;
853;"85";"85-853";"85";1;"Pozostałe zadania w zakresie polityki społecznej";98;73649;64024;3;9622;;;;
85321;"85-853";"85-853-21";"85";2;"Zespoły do spraw orzekania o niepełnosprawności";99;554;554;;;;;;
85332;"85-853";"85-853-32";"85";2;"Wojewódzkie urzędy pracy";100;554;554;;;;;;
854;"85";"85-854";"85";1;"Edukacyjna opieka wychowawcza";101;29194;16226;;12968;;;;
85412;"85-854";"85-854-12";"85";2;"Kolonie i obozy oraz inne formy wypoczynku dzieci i młodzieży szkolnej, a także szkolenia młodzieży";102;29194;16226;;12968;;;;
900;"85";"85-900";"85";1;"Gospodarka komunalna i ochrona środowiska";103;131067;862;268;127324;2376;;;237
90002;"85-900";"85-900-02";"85";2;"Gospodarka odpadami";104;24;24;;;;;;
90005;"85-900";"85-900-05";"85";2;"Ochrona powietrza atmosferycznego i klimatu";105;747;747;;;;;;
90007;"85-900";"85-900-07";"85";2;"Zmniejszenie hałasu i wibracji";106;72;72;;;;;;
90014;"85-900";"85-900-14";"85";2;"Inspekcja Ochrony Środowiska";107;130175;;268;127294;2376;;;237
90095;"85-900";"85-900-95";"85";2;"Pozostała działalność";108;49;19;;30;;;;
921;"85";"85-921";"85";1;"Kultura i ochrona dziedzictwa narodowego";109;80792;26541;84;53797;370;;;
92120;"85-921";"85-921-20";"85";2;"Ochrona zabytków i opieka nad zabytkami";110;331484;26391;;5093;;;;
92121;"85-921";"85-921-21";"85";2;"Wojewódzkie Urzędy Ochrony Zabytków ";111;49217;150;84;48613;370;;;
92195;"85-921";"85-921-95";"85";2;"Pozostała działalność";112;91;;;91;;;;
925;"85";"85-925";"85";1;"Ogrody botaniczne i zoologiczne oraz naturalne obszary i obiekty chronionej przyrody";113;17896;17886;10;;;;;
92502;"85-925";"85-925-02";"85";2;"Parki krajobrazowe";114;17735;17735;;;;;;
92503;"85-925";"85-925-03";"85";2;"Rezerwaty i pomniki przyrody";115;151;151;;;;;;
92595;"85-925";"85-925-95";"85";2;"Pozostała działalność";116;10;;10;;;;;
86;;"86";"86";0;"Samorządowe kolegia odwoławcze ogółem";1;105349;;102;103031;2188;;;28
750;"86";"86-750";"86";1;"Administracja publiczna";2;105349;;102;103031;2188;;;28
75016;"86-750";"86-750-16";"86";2;"Samorządowe kolegia odwoławcze";3;105349;;102;103031;2188;;;28
88;;"88";"88";0;"Powszechne jednostki organizacyjne prokuratury";1;1725418;;180585;1504088;40745;;;
753;"88";"88-753";"88";1;"Obowiązkowe ubezpieczenia społeczne";2;177790;;177790;;;;;
75302;"88-753";"88-753-02";"88";2;"Uposażenia prokuratorów w stanie spoczynku oraz uposażenia rodzinne";3;177790;;177790;;;;;
755;"88";"88-755";"88";1;"Wymiar sprawiedliwości";4;1547628;;2795;1504088;40745;;;
75505;"88-755";"88-755-05";"88";2;"Jednostki powszechne prokuratury";5;1547628;;2795;1504088;40745;;;
