"Numer umowy/decyzji";"Tytuł projektu";"Program Operacyjny <Nazwa>";"Oś priorytetowa <Kod>";"Działanie <Kod>";"Poddziałanie <Kod>";"Cały kraj/ Województwo";"Powiat";"Gmina";"Wartość ogółem";"Wydatki kwalifikowalne";"Dofinansowanie";"Dofinansowanie UE";"Nazwa beneficjenta";"NIP beneficjenta";"Kod pocztowy";"Miejscowość";"Województwo";"Powiat";"Temat priorytetu";"Forma prawna";"Obszar realizacji";"Ostatni Wniosek o płatność dla najbardziej aktualnej Umowy/Aneksu";"Projekt zakończony (Wniosek o płatność końcową)";"Data podpisania Umowy/Aneksu";"Data utworzenia w KSI SIMIK 07-13 Umowy/Aneksu"
"POIG.04.04.00-04-025/08-04";"Dywersyfikacja produkcji Intemo poprzez wprowadzenie nowych produktów.";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Kujawsko-pomorskie";"Powiat radziejowski";"Piotrków Kujawski";"5,027,121.13";"4,222,746.50";"2,533,647.90";"2,153,600.72";"Intemo S.A.";"9531035496";"88-230";"Piotrków Kujawski";"Kujawsko-pomorskie";"Powiat radziejowski / Powiat włocławski";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka akcyjna - średnie przedsiębiorstwo";"00 Nie dotyczy";"";"";"2008/12/30";"2010/08/17"
"POIG.04.04.00-04-030/08-03";"Uruchomienie innowacyjnego wielokolorowego systemu mieszania betonu licowego Colormix, CEG-TOR Toruń.";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Kujawsko-pomorskie";"Powiat m. Toruń";"M. Toruń";"33,479,356.75";"18,324,625.22";"12,746,737.66";"10,834,727.01";"""CEG-TOR"" K.SZUBIERAJSKI I SPÓŁKA SPÓŁKA JAWNA";"1250558927";"05-250";"Sieraków";"Mazowieckie";"Powiat wołomiński";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka jawna - małe przedsiębiorstwo";"00 Nie dotyczy";"";"";"2008/12/30";"2010/11/16"
"POIG.04.04.00-04-032/08-09";"Wdrożenie koncepcyjnej technologii produkcji w sektorze hutnictwa szkła.";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Kujawsko-pomorskie";"Powiat nakielski";"Szubin";"115,268,560.00";"111,069,060.00";"41,998,228.69";"35,698,494.39";"SORT Sp. z o. o.";"7822311801";"61-361";"Poznań";"Wielkopolskie";"Powiat m. Poznań";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - średnie przedsiębiorstwo";"00 Nie dotyczy";"";"";"2008/12/30";"2011/05/05"
"POIG.04.04.00-06-003/08-07";"Zakup urządzeń umożliwiających wprowadzenie nowej innowacyjnej usługi przez przedsiębiorstwo Karya sp. z o.o.";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Lubelskie";"Powiat m. Lublin";"M. Lublin";"24,176,668.63";"22,771,827.20";"15,857,888.50";"13,479,205.23";"Karya sp. z o.o.";"7120157067";"20-442";"Lublin";"Lubelskie";"Powiat m. Lublin";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - małe przedsiębiorstwo";"00 Nie dotyczy";"";"";"2008/12/30";"2011/04/21"
"POIG.04.04.00-06-004/08-06";"Rozbudowa przedsiębiorstwa ATS S.A. poprzez utworzenie Centrum Serwisowego.";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Lubelskie";"Powiat zamojski";"Zamość";"55,042,740.00";"43,487,000.00";"26,092,200.00";"22,178,370.00";"ATS Spółka Akcyjna";"9562037349";"87-100";"Toruń";"Kujawsko-pomorskie";"Powiat m. Toruń / Powiat toruński";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka akcyjna - średnie przedsiębiorstwo";"00 Nie dotyczy";"";"";"2008/12/30";"2011/05/20"
"POIG.04.04.00-06-014/08-05";"Wdrożenie innowacyjnej technologii wytwarzania kabli elektroenergetycznych niskiego napięcia.";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Lubelskie";"Powiat parczewski";"Parczew";"33,292,580.00";"27,289,000.00";"19,102,300.00";"16,236,955.00";"Fabryka Kabli ELPAR Spółka z ograniczoną odpowiedzialnością";"5391429275";"21-200";"Parczew";"Lubelskie";"Powiat parczewski";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - mikro przedsiębiorstwo";"00 Nie dotyczy";"POIG.04.04.00-06-014/08-05";"Nie";"2008/12/30";"2010/09/07"
"POIG.04.04.00-06-015/08-06";"Technologia produkcji fotelików samochodowych metodą wtrysku";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Lubelskie";"Powiat m. Lublin";"M. Lublin";"29,420,000.00";"24,100,000.00";"16,845,000.00";"14,318,250.00";"RAMATTI  Spółka z o.o.";"1181946973";"05-080";"Klaudyn";"Mazowieckie";"Powiat warszawski zachodni";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - małe przedsiębiorstwo";"00 Nie dotyczy";"";"";"2008/12/30";"2011/04/13"
"POIG.04.04.00-06-019/08-04";"Zintegrowana, ekologiczna technologia energooszczędnego przerobu drewna poprzez stworzenie nowego zakładu produkcyjnego w Biłgoraju.";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Lubelskie";"Powiat biłgorajski";"Biłgoraj - miasto";"81,897,665.00";"79,072,500.00";"39,994,870.50";"33,995,639.92";"TIMBERONE Spółka Akcyjna";"9182082036";"23-400";"Biłgoraj";"Lubelskie";"Powiat biłgorajski";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka komandytowa - małe przedsiębiorstwo";"00 Nie dotyczy";"POIG.04.04.00-06-019/08-01";"Nie";"2008/12/30";"2011/03/29"
"POIG.04.04.00-06-021/08-08";"Budowa bioelektrowni w miejscowości Uhnin (gm. Dębowa Kłoda, woj. lubelskie).";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Lubelskie";"Powiat parczewski";"Dębowa Kłoda";"14,800,030.50";"14,800,030.50";"10,349,461.35";"8,797,042.15";"Bioelektrownia sp. z o.o.";"5272576662";"01-014";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - mikro przedsiębiorstwo";"00 Nie dotyczy";"POIG.04.04.00-06-021/08-07";"Nie";"2008/12/30";"2011/01/19"
"POIG.04.04.00-08-001/08-06";"Innowacyjna technologia produkcji pap i gontów  asfaltowych w Spółce Werner Janikowo.";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Lubuskie";"Powiat międzyrzecki";"Międzyrzecz";"29,882,498.00";"29,882,498.00";"20,917,748.60";"17,780,086.31";"""Werner Janikowo"" Spółka z ograniczoną odpowiedzialnością";"5992801064";"66-400";"Gorzów Wielkopolski";"Lubuskie";"Powiat gorzowski / Powiat m. Gorzów Wielkopolski";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - małe przedsiębiorstwo";"00 Nie dotyczy";"POIG.04.04.00-08-001/08-07";"Nie";"2008/12/30";"2010/09/20"
"POIG.04.04.00-08-002/08-08";"Wdrożenie innowacyjnej technologii produkcji wkładów kominowych";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Lubuskie";"Powiat żarski";"Lubsko";"11,987,601.75";"11,987,601.75";"8,391,321.23";"7,132,623.05";"LZMO SA";"9281949857";"68-300";"Lubsko";"Lubuskie";"Powiat żarski";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - małe przedsiębiorstwo";"00 Nie dotyczy";"";"";"2008/12/30";"2011/04/11"
"POIG.04.04.00-08-004/08-09";"3D - nowa technologia produkcji mebli o niskiej masie";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Lubuskie";"Powiat świebodziński";"Zbąszynek";"64,259,960.00";"58,237,000.00";"29,118,500.00";"24,750,725.00";"SWEDWOOD POLAND Sp. z o.o.";"8510306713";"72-100";"Goleniów";"Zachodniopomorskie";"Powiat goleniowski";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - duże przedsiębiorstwo";"00 Nie dotyczy";"";"";"2008/12/30";"2011/05/24"
"POIG.04.04.00-08-008/08-05";"Wdrożenie innowacyjnej technologii produkcji elementów sytemu instalacji rurowych Victaulic";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Lubuskie";"Powiat strzelecko-drezdenecki";"Drezdenko";"28,132,874.00";"24,792,854.00";"12,384,511.00";"10,526,834.35";"""VICTAULIC Polska"" Spółka z ograniczoną odpowiedzialnością";"9511892636";"66-530";"Drezdenko";"Lubuskie";"Powiat strzelecko-drezdenecki";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - duże przedsiębiorstwo";"00 Nie dotyczy";"";"";"2008/12/30";"2011/04/26"
"POIG.04.04.00-10-004/08-04";"Utworzenie innowacyjnego zakładu produkcyjnego ekologicznych zrębków z drewna poużytkowego";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Łódzkie";"Powiat wieruszowski";"Wieruszów";"35,624,000.00";"30,561,085.21";"21,267,759.65";"18,077,595.70";"3SPARE Sp. z o.o.";"5423070660";"15-267";"Białystok";"Podlaskie";"Powiat m. Białystok";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - mikro przedsiębiorstwo";"00 Nie dotyczy";"";"";"2008/12/30";"2011/01/10"
"POIG.04.04.00-10-005/08-10";"Innowacyjna technologia przygotowania powierzchni TecTalis gwarancją wzrostu konkurencyjności KTL.PL Sp. z o.o.";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Łódzkie";"Powiat piotrkowski";"Gorzkowice";"14,515,430.00";"11,558,357.15";"8,069,250.00";"6,858,862.50";"KTL.PL Spółka z ograniczoną odpowiedzialnością";"7712694646";"97-350";"Gorzkowice";"Łódzkie";"Powiat piotrkowski";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - małe przedsiębiorstwo";"00 Nie dotyczy";"POIG.04.04.00-10-005/08-11";"Tak";"2008/12/30";"2011/01/11"
"POIG.04.04.00-10-010/08-10";"Innowacja technologiczna ENKOTEC sukcesem rozwoju HERCO Sp. z o.o.";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Łódzkie";"Powiat rawski";"Cielądz";"19,570,000.00";"16,040,000.00";"9,604,500.00";"8,163,825.00";"HERCO Spółka z ograniczoną odpowiedzialnością";"8340003651";"96-200";"Rawa Mazowiecka";"Łódzkie";"Powiat rawski";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - średnie przedsiębiorstwo";"00 Nie dotyczy";"POIG.04.04.00-10-010/08-11";"Tak";"2008/12/30";"2010/10/12"
"POIG.04.04.00-10-014/08-07";"Uruchomienie produkcji innowacyjnych wyrobów chemii motoryzacyjnej zawierających nanokompozyty.";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Łódzkie";"Powiat m. Łódź";"M. Łódź";"13,446,470.00";"12,454,500.00";"7,472,700.00";"6,351,795.00";"""Organika-CAR"" S.A.";"9470001579";"91-203";"Łódź";"Łódzkie";"Powiat m. Łódź";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka akcyjna - średnie przedsiębiorstwo";"00 Nie dotyczy";"";"";"2008/12/30";"2011/05/19"
"POIG.04.04.00-10-016/08-04";"Uruchomienie produkcji elementów wibroprasowanych z wykorzystaniem technologii wytwarzania betonu ciężkiego";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Łódzkie";"Powiat tomaszowski";"Ujazd";"13,432,203.80";"10,837,690.00";"6,498,114.00";"5,523,396.90";"""Firma POSIADAŁO"" sp.j.";"7731121302";"97-225";"Ujazd";"Łódzkie";"Powiat tomaszowski";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka jawna - średnie przedsiębiorstwo";"00 Nie dotyczy";"";"";"2008/12/30";"2010/10/07"
"POIG.04.04.00-10-021/08-04";"Wdrożenie nowatorskiej koncepcji technologicznej prowadzącej do powstania nowego produktu ""OknoSilent""";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Łódzkie";"Powiat zgierski";"Aleksandrów Łódzki";"15,181,303.00";"12,731,623.08";"7,638,973.85";"6,493,127.77";"""OKNA-RĄBIEŃ"" spółka z ograniczoną odpowiedzialnością";"7321969961";"95-070";"Rąbień";"Łódzkie";"Powiat zgierski";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - średnie przedsiębiorstwo";"00 Nie dotyczy";"";"";"2008/12/30";"2011/02/17"
"POIG.04.04.00-10-022/08-11";"Wdrożenie wyników prac B+R prowadzące do powstania nowego produktu";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Łódzkie";"Powiat tomaszowski";"Tomaszów Mazowiecki - miasto";"13,075,472.00";"10,560,822.16";"7,392,575.51";"6,283,689.18";"Wagran Sp. z o.o.";"7251950205";"90-418";"Łódź";"Łódzkie";"Powiat m. Łódź";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - mikro przedsiębiorstwo";"00 Nie dotyczy";"";"";"2008/12/30";"2011/05/05"
"POIG.04.04.00-10-025/08-10";"Wdrożenie innowacyjnej technologii produkcji suplementów diety oraz żywności funkcjonalnej.";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Łódzkie";"Powiat m. Łódź";"M. Łódź";"25,841,502.44";"24,604,377.11";"17,197,063.98";"14,617,504.38";"Ośrodek Badawczo-Produkcyjny Politechniki Łódzkiej ""ICHEM"" Spółka z ograniczoną odpowiedzialnością";"7250012663";"93-231";"Łódź";"Łódzkie";"Powiat m. Łódź";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - małe przedsiębiorstwo";"00 Nie dotyczy";"";"";"2008/12/30";"2011/05/16"
"POIG.04.04.00-10-028/08-07";"Zakup innowacyjnej technologii produkcji wyrobów piekarskich o przedłużonej trwałości";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Łódzkie";"Powiat m. Łódź";"M. Łódź";"40,171,013.78";"24,349,444.92";"14,609,666.95";"12,418,216.91";"""DAKRI- BIS"" Sp. z o.o.";"7282484158";"90-349";"Łódź";"Łódzkie";"Powiat m. Łódź";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - średnie przedsiębiorstwo";"00 Nie dotyczy";"";"";"2008/12/30";"2010/12/29"
"POIG.04.04.00-10-032/08-04";"Dywersyfikacja produkcji poprzez uruchomienie innowacyjnej linii do wytwarzania szczotek w całości z surowców wtórnych i podlegających w całości recyklingowi";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Łódzkie";"Powiat bełchatowski";"Kleszczów";"15,637,568.36";"12,308,950.50";"7,385,370.30";"6,277,564.76";"""ARIX POLSKA"" Sp. z o.o.";"5213015287";"97-410";"Kleszczów";"Łódzkie";"Powiat bełchatowski";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - średnie przedsiębiorstwo";"00 Nie dotyczy";"POIG.04.04.00-10-032/08-05";"Nie";"2008/12/30";"2011/02/22"
"POIG.04.04.00-10-033/08-05";"""Innowacyjna technologia kompleksowej obsługi masowej korespondencji - Poczta Hybrydowa""";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Dolnośląskie";"Powiat m. Wrocław";"M. Wrocław";"961,076.92";"958,108.35";"574,865.01";"488,635.26";"Mass Mailing Integrated sp. z o.o.";"6792903234";"02-673";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - małe przedsiębiorstwo";"00 Nie dotyczy";"POIG.04.04.00-10-033/08-01";"Nie";"2008/12/30";"2011/04/01"
"POIG.04.04.00-10-033/08-05";"""Innowacyjna technologia kompleksowej obsługi masowej korespondencji - Poczta Hybrydowa""";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Kujawsko-pomorskie";"Powiat m. Bydgoszcz";"M. Bydgoszcz";"961,076.92";"958,108.35";"574,865.01";"488,635.26";"Mass Mailing Integrated sp. z o.o.";"6792903234";"02-673";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - małe przedsiębiorstwo";"00 Nie dotyczy";"POIG.04.04.00-10-033/08-01";"Nie";"2008/12/30";"2011/04/01"
"POIG.04.04.00-10-033/08-05";"""Innowacyjna technologia kompleksowej obsługi masowej korespondencji - Poczta Hybrydowa""";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Lubelskie";"Powiat m. Lublin";"M. Lublin";"961,076.92";"958,108.35";"574,865.01";"488,635.26";"Mass Mailing Integrated sp. z o.o.";"6792903234";"02-673";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - małe przedsiębiorstwo";"00 Nie dotyczy";"POIG.04.04.00-10-033/08-01";"Nie";"2008/12/30";"2011/04/01"
"POIG.04.04.00-10-033/08-05";"""Innowacyjna technologia kompleksowej obsługi masowej korespondencji - Poczta Hybrydowa""";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Łódzkie";"Powiat m. Łódź";"M. Łódź";"480,538.46";"479,054.17";"287,432.50";"244,317.63";"Mass Mailing Integrated sp. z o.o.";"6792903234";"02-673";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - małe przedsiębiorstwo";"00 Nie dotyczy";"POIG.04.04.00-10-033/08-01";"Nie";"2008/12/30";"2011/04/01"
"POIG.04.04.00-10-033/08-05";"""Innowacyjna technologia kompleksowej obsługi masowej korespondencji - Poczta Hybrydowa""";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Łódzkie";"Powiat piotrkowski";"Grabica";"480,538.46";"479,054.17";"287,432.50";"244,317.63";"Mass Mailing Integrated sp. z o.o.";"6792903234";"02-673";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - małe przedsiębiorstwo";"00 Nie dotyczy";"POIG.04.04.00-10-033/08-01";"Nie";"2008/12/30";"2011/04/01"
